Colorado
Total_votes_Dem,Total_votes_Rep,Total_votes_Other,Total_votes,Total_races,Races_Dem,Races_Rep,Races_Other
34365,76372,3114,113851,9,0,9,0
"
"
Iowa
Total_votes_Dem,Total_votes_Rep,Total_votes_Other,Total_votes,Total_races,Races_Dem,Races_Rep,Races_Other
12848,20382,718,33948,7,0,7,0
"
"
Michigan
Total_votes_Dem,Total_votes_Rep,Total_votes_Other,Total_votes,Total_races,Races_Dem,Races_Rep,Races_Other
30922,62487,1835,95244,7,0,7,0
"
"
Minnesota
Total_votes_Dem,Total_votes_Rep,Total_votes_Other,Total_votes,Total_races,Races_Dem,Races_Rep,Races_Other
13456,19773,1032,34261,7,0,7,0
"
"
New Hampshire
Total_votes_Dem,Total_votes_Rep,Total_votes_Other,Total_votes,Total_races,Races_Dem,Races_Rep,Races_Other
47073,43358,670,91101,4,4,0,0
"
"
Ohio
Total_votes_Dem,Total_votes_Rep,Total_votes_Other,Total_votes,Total_races,Races_Dem,Races_Rep,Races_Other
55749,145827,4303,205879,5,0,5,0
"
"
Pennsylvania
Total_votes_Dem,Total_votes_Rep,Total_votes_Other,Total_votes,Total_races,Races_Dem,Races_Rep,Races_Other
311307,470643,6801,788751,5,0,5,0
"
"
Wisconsin
Total_votes_Dem,Total_votes_Rep,Total_votes_Other,Total_votes,Total_races,Races_Dem,Races_Rep,Races_Other
101700,133039,2541,237280,8,0,8,0
"
"
Florida
Total_votes_Dem,Total_votes_Rep,Total_votes_Other,Total_votes,Total_races,Races_Dem,Races_Rep,Races_Other
10848,42985,70,53903,6,0,6,0
"
"
North Carolina
Total_votes_Dem,Total_votes_Rep,Total_votes_Other,Total_votes,Total_races,Races_Dem,Races_Rep,Races_Other
8251,5960,0,14211,3,3,0,0
"
"
Virginia
Total_votes_Dem,Total_votes_Rep,Total_votes_Other,Total_votes,Total_races,Races_Dem,Races_Rep,Races_Other
10166,7866,210,18242,2,2,0,0
"
"
